Item Code,Item Name,Profile Name,Item Type,UNIT WEIGHT,U.O.M (NAME),U.O.M (SYMBOL),BRAND,BRAND SECTOR,MANUFACTURER,Category,Sub-Category,Generic Name,Formulation,Route,Instructions,Packing Quantity,Preferred Supplier,Order Category,UNIT PURCHASE PRICE,UNIT SALE PRICE,PACK PURCHASE PRICE,PACK SALE PRICE,STATUS,REORDER POINT,UNIT LOCATION
BR,Bronquidiazian Syrup,DRUGS,syrup,0,Ml,Ml,Bronquidiazian Syrup,Bronquidiazian Syrup,SANOFI PASTEUR,Cough Syrup,Expectorant,Guaifenesin 100Mg+Bromhexine Hcl 4Mg+Salbutamol 2Mg,Syrup,PO,,1,AGA KHAN,Drugs,0,450,0,0,Active,,
BR.SYP,BRUFFEN SYRUP,DRUGS,Suspension,0,Ml,Ml,BRUFFEN SYRUP,BRUFFEN SYRUP,SANOFI PASTEUR,Analgesic,Analgesic,Ibuprofen,Syrup,PO,,1,AGA KHAN,Drugs,404,730,404,404,Active,,
BRO SYR,Brozedex 100Mls Syrup,DRUGS,Suspension,0,N/a,N/a,Brozedex 100Mls Syrup,Brozedex 100Mls Syrup,GLAXOSMITHKLINE,Cough Syrup,Accesories,Guaiphenesin 100Mg+Brohexine 8Mg+Menthol 5Mg+Terbutaline 2.5Mg,Syrup,PO,,1,,Drugs,145,390,145,145,Active,,
BRU SYR,MEDIPROFEN SUSPENSION,DRUGS,syrup,0,N/a,N/a,MEDIPROFEN SUSPENSION,MEDIPROFEN SUSPENSION,GLAXOSMITHKLINE,Analgesic/Antipyretic,Accesories,Ibuprofen,Suspension,PO,,1,,Drugs,26,160,26,26,Active,,
BRUF 400MG,Bruffen tabs 400mg,DRUGS,Tablets/capsules,0,Mg,Mg,Bruffen tabs 400mg,Bruffen tabs 400mg,GLAXOSMITHKLINE,Antipyretic/Analgesic,Analgesic,Ibuprofen,Tablets,PO,,100,,Drugs,1.2,10,1.2,1.2,Active,,
BRUFEN,mediprofen,DRUGS,Mixture/Syrup,0,Ml,Ml,mediprofen,mediprofen,NJIMIA PHARMACEUTICALS,Analgesic/Antipyretic,Analgesic,Paracetamol,Syrup,PO,,1,GLAXOSMITHKLINE,Drugs,27,180,27,27,Active,,
BRUSTAN,BRUSTAN SYRUP,DRUGS,Mixture/Syrup,0,Ml,Ml,BRUSTAN SYRUP,BRUSTAN SYRUP,NJIMIA PHARMACEUTICALS,Analgesic/Antipyretic,Analgesic,IBUPROFEN AND PARACETAMOL,Syrup,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,227,460,227,227,Active,,
BUD.INH,BUDECORT INHALER 200MCG/DOSE,DRUGS,Inhaler,0,Mcg,Mcg,BUDECORT INHALER 200MCG/DOSE,BUDECORT INHALER 200MCG/DOSE,GLAXOSMITHKLINE,Broncho-Dilator Agent,Bronchodilator,BUDESONIDE,INHALER,PO,,1,,Drugs,519,1500,519,519,Active,,
BUN,BUNION SPLINTS,SURGICALS,Consumables,0,Pair,Pair,BUNION SPLINTS,BUNION SPLINTS,SANOFI PASTEUR,N/A,Analgesic,SPLINTS,Other(Specify),Other(Specify),,2,NJIMIA PHARMACEUTICALS,Surgical,950,1545,950,950,Active,,
BUSCOPAN PLUS,BUSCOPAN PLUS,DRUGS,Mixture/Syrup,0,Mg,Mg,BUSCOPAN PLUS,BUSCOPAN PLUS,SANOFI PASTEUR,Antispasmodic,Anti-spasmodic,Hyoscine Butylbromide,Tablets,PO,,50,NJIMIA PHARMACEUTICALS,Drugs,23.46,40,23.46,23.46,Active,,
CAL SUR,Calamine Lotion,DRUGS,Surgical,0,N/a,N/a,Calamine Lotion,Calamine Lotion,SANOFI PASTEUR,Anti-Pruritic Lotion,Accesories,Calamine Lotion,LOTION,Topical,,1,,Drugs,28,100,28,28,Active,,
CAL SYR,Calpol Suspension 100Mls,DRUGS,Suspension,0,N/a,N/a,Calpol Suspension 100Mls,Calpol Suspension 100Mls,GLAXOSMITHKLINE,Analgesic/Antipyretic,Accesories,Paracetamol,Suspension,PO,,1,KAM PHARMACY,Drugs,250,375,250,250,Active,,
CALAMINE,CALODERM LOTION,DRUGS,Lotion,0,Ml,Ml,CALODERM LOTION,CALODERM LOTION,GLAXOSMITHKLINE,Anti-Allergic/Anti-Anaphylactic,Anti-allergy,Calamine Lotion,LOTION,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,118,300,118,118,Active,,
CAN PES,Candid V 1 pessaries,DRUGS,PESSARIES,0,N/a,N/a,Candid V 1 pessaries,Candid V 1 pessaries,GLAXOSMITHKLINE,Anti-Fungal Pessaries,Accesories,Clotrimazole,,,,1,,Drugs,240,420,240,240,Active,,
CAN V6,Candid - V6,DRUGS,PESSARIES,0,N/a,N/a,Candid - V6,Candid - V6,NJIMIA PHARMACEUTICALS,Anti-Fungal Pessaries,Accesories,Clotrimazole,,,,1,,Drugs,450,520,450,450,Active,,
CANDID,CANDID V3,DRUGS,PESSARIES,0,Packet,Packet,CANDID V3,CANDID V3,NJIMIA PHARMACEUTICALS,Anti-Fungal Pessaries,Unknown,Clotrimazole,Other(Specify),Other(Specify),,3,NJIMIA PHARMACEUTICALS,Drugs,100.67,190,100.67,100.67,Active,,
CANDID CREAM 20GM,Candid Cream 20GM,DRUGS,Ointment/cream,0,Carton,Carton,Candid Cream 20GM,Candid Cream 20GM,GLAXOSMITHKLINE,Antifungal,Anti Fungals,Clotrimazole Cream,Cream,Topical,,1,KAM PHARMACY,Drugs,220,450,220,220,Active,,
CANDIDB,Candid-B Cream,DRUGS,Ointment/cream,0,Packet,Packet,Candid-B Cream,Candid-B Cream,SANOFI PASTEUR,Antifungal,Anti Fungals,Clotrimazole 1%+Beclomethasone 0.025% Cream,Cream,Topical,,1,KAM PHARMACY,Drugs,145,340,145,145,Active,,
CARBPROM,RHINATHIOL w PROMETHAZINE SYRUP 125ml,DRUGS,syrup,0,Bottle,Bottle,RHINATHIOL w PROMETHAZINE SYRUP 125ml,RHINATHIOL w PROMETHAZINE SYRUP 125ml,SANOFI PASTEUR,Cough Syrup,Cough Suppresant,carboceistein promethazine,Syrup,PO,,1,SANOFI PASTEUR,Drugs,351.99,560,351.99,351.99,Active,,
CAT,chromic catgut,DRUGS,Surgical,0,Pieces,Pieces,chromic catgut,chromic catgut,SANOFI PASTEUR,Surgical,Sutures Stocks,catgut,Other(Specify),Other(Specify),,1,GLAXOSMITHKLINE,Drugs,100,120,100,100,Active,,
CAT.,plain catgut,SURGICALS,Surgical,0,Pieces,Pieces,plain catgut,plain catgut,GLAXOSMITHKLINE,Surgical,Sutures Stocks,catgut,,,,1,GLAXOSMITHKLINE,Drugs,100,120,100,100,Active,,
CATAFLAM,CATAFLAM SUSPENSION,DRUGS,Suspension,0,Ml,Ml,CATAFLAM SUSPENSION,CATAFLAM SUSPENSION,GLAXOSMITHKLINE,Analgesic/Antipyretic,Analgesic,DICLOFENAC FREE ACID,Suspension,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,679,1150,679,679,Active,,
CATAFLAM 50MG,cataflam 50mg tabs,DRUGS,Tablets/capsules,0,Mg,Mg,cataflam 50mg tabs,cataflam 50mg tabs,GLAXOSMITHKLINE,Analgesic/Antipyretic,Analgesic,DICLOFENAC FREE ACID,Tablets,PO,,100,NJIMIA PHARMACEUTICALS,Drugs,57.915,95,57.915,57.915,Active,,
CD3/CD4 GUAVA REAGENT,CD3/CD4 GUAVA REAGENT,PATHOLOGY,OTHERS,0,Pieces,Pieces,CD3/CD4 GUAVA REAGENT,CD3/CD4 GUAVA REAGENT,NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,22000,0,22000,22000,Inactive,,
CEF INJ,CEFATOR 500MG INJ,DRUGS,Injection,0,Mg,Mg,CEFATOR 500MG INJ,CEFATOR 500MG INJ,NJIMIA PHARMACEUTICALS,Antibiotic,Antibacterial,CEFTRIAXONE 500MG INJ,Injection,IV,,1,GLAXOSMITHKLINE,Drugs,100,250,100,100,Active,,
CEFCY,CEFIXIME 400MG,DRUGS,Tablets/capsules,0,Mg,Mg,CEFIXIME 400MG,CEFIXIME 400MG,GLAXOSMITHKLINE,Antibiotic,Antibacterial,CEFIXIME 400MG,Tablets,PO,,5,NJIMIA PHARMACEUTICALS,Drugs,0,0,0,0,Active,,
CEFTRIA2GM,ROCEPHINE 2G,DRUGS,Injection,0,G,G,ROCEPHINE 2G,ROCEPHINE 2G,SANOFI PASTEUR,Antibiotic,Antibacterial,Cefriaxone,Injection,IV,,1,NJIMIA PHARMACEUTICALS,Drugs,1983,3000,1983,1983,Active,,
CEL PCK,Cell Pack,PATHOLOGY,OTHERS,0,Pieces,Pieces,Cell Pack,Cell Pack,SANOFI PASTEUR,N/A,Lab-reagent,,,,,1,,Pathology,10208,0,10208,10208,Active,,
CEP D/E/DROPS,Ceprolen D/E/Drops,DRUGS,Eye/ear/nose Drops,0,N/a,N/a,Ceprolen D/E/Drops,Ceprolen D/E/Drops,SANOFI PASTEUR,Eye/Ear Antibiotic/Steroid Drops,Accesories,Ciprofloxacin 0.3%+Dexamethasone 0.1%,,,,1,,Drugs,250,500,250,250,Active,,
CEP PLAIN/E/DROPS,Ceprolen Plain/E/Drops,DRUGS,Eye/ear/nose Drops,,N/a,N/a,Ceprolen Plain/E/Drops,Ceprolen Plain/E/Drops,GLAXOSMITHKLINE,Eye/Ear Antibiotic Drops,Accesories,Ciprofloxacin 0.3%,,,,1,,Drugs,150,370,150,150,Active,,
CER  E/DROPS,Cerumol E/Drops,DRUGS,Eye/ear/nose Drops,0,N/a,N/a,Cerumol E/Drops,Cerumol E/Drops,GLAXOSMITHKLINE,Wax Dissolver Ear Drops,Accesories,Chlorobutanol 5Mg,,,,1,,Drugs,247,560,247,247,Active,,
CETAFOR,CETAFOR 500MG IV,DRUGS,Injection,0,Mg,Mg,CETAFOR 500MG IV,CETAFOR 500MG IV,GLAXOSMITHKLINE,Antibiotic,Antibacterial,Cefuroxime,Injection,IV,,1,NJIMIA PHARMACEUTICALS,Drugs,360,660,360,360,Active,,
CHOL.,CHOLERA(SHANCHOL VACCINE),DRUGS,Vaccine,0,Ml,Ml,CHOLERA(SHANCHOL VACCINE),CHOLERA(SHANCHOL VACCINE),NJIMIA PHARMACEUTICALS,Vaccine,Unknown,cholera vaccine,SOLUTION,PO,,1,SANOFI PASTEUR,Drugs,1304,1700,1304,1304,Active,,
CIP,CIPLADON 500MG,DRUGS,Tablets/capsules,0,Mg,Mg,CIPLADON 500MG,CIPLADON 500MG,NJIMIA PHARMACEUTICALS,Analgesic/Antipyretic,Analgesic,Paracetamol,Tablets,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,24.38,48,24.38,24.38,Active,,
CIP.CLAV,CIPCLAV 625,DRUGS,Tablets/capsules,0,Mg,Mg,CIPCLAV 625,CIPCLAV 625,GLAXOSMITHKLINE,Antibiotic,Antibacterial,Amoxicillin 500Mg+Clavulanic Acid 125Mg,Tablets,PO,,14,AGA KHAN,Drugs,43,66,43,43,Active,,
CIPLADON 1000MG,Cipladon 1000mg,DRUGS,Tablets/capsules,0,Mg,Mg,Cipladon 1000mg,Cipladon 1000mg,SANOFI PASTEUR,Antipyretic/Analgesic,Analgesic,Paracetamol,Tablets,PO,,8,GLAXOSMITHKLINE,Drugs,25,50,25,25,Active,,
CIPRO,CIPRONAT 750 MGS,DRUGS,Tablets/capsules,0,Mg,Mg,CIPRONAT 750 MGS,CIPRONAT 750 MGS,SANOFI PASTEUR,Antibiotic,Antibacterial,Ciprofloxacin,,PO,,1,KAM PHARMACY,Drugs,40,80,40,40,Active,,
CITAL,Cital Soln.,DRUGS,Solution,0,Ml,Ml,Cital Soln.,Cital Soln.,SANOFI PASTEUR,Alkalizer Solution,Accesories,Disodium Hydrogen Citrate 1.37G,Suspension,PO,,1,KAM PHARMACY,Drugs,175,350,175,175,Active,,
CLARITINE,CLARITINE SYRUP 100ML,DRUGS,Mixture/Syrup,0,Ml,Ml,CLARITINE SYRUP 100ML,CLARITINE SYRUP 100ML,GLAXOSMITHKLINE,Antihistamine,Antihistamine,LORATIDINE,Syrup,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,503,875,503,503,Active,,
CLARITINE TABS,CLARITINE 10MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,CLARITINE 10MG TABS,CLARITINE 10MG TABS,GLAXOSMITHKLINE,Antihistamine,Antihistamine,LORATIDINE,Tablets,PO,,30,NJIMIA PHARMACEUTICALS,Drugs,43.45,70,43.45,43.45,Active,,
Cli SUR Pc,Clinical Thermometer Pc,DRUGS,Surgical,0,N/a,N/a,Clinical Thermometer Pc,Clinical Thermometer Pc,GLAXOSMITHKLINE,Surgical,Accesories,,,,,1,,Drugs,0,0,0,0,Active,,
CLOM,CLOMID,DRUGS,Tablets/capsules,0,Mg,Mg,CLOMID,CLOMID,NJIMIA PHARMACEUTICALS,N/A,Anti-infertility,CLOMIFENE CITRATE,Tablets,PO,,10,NJIMIA PHARMACEUTICALS,Drugs,27,55,27,27,Active,,
COMB,COMBIVENT,DRUGS,Inhaler,0,Mcg,Mcg,COMBIVENT,COMBIVENT,NJIMIA PHARMACEUTICALS,Broncho-Dilator Inhaler,Bronchodilator,IPRATROPIUM BROMIDE,Evohaler,Other(Specify),,20,NJIMIA PHARMACEUTICALS,Drugs,131.35,200,131.35,131.35,Active,,
COT SUR ROLL,Cotton Gauze (90Cm X 100Cm) Roll,DRUGS,Surgical,0,N/a,N/a,Cotton Gauze (90Cm X 100Cm) Roll,Cotton Gauze (90Cm X 100Cm) Roll,GLAXOSMITHKLINE,Surgical,Accesories,,,,,1,,Drugs,1350,2100,1350,1350,Active,,
COT002,COTTON GAUZE ROLL 750GM,SURGICALS,OTHERS,0,G,G,COTTON GAUZE ROLL 750GM,COTTON GAUZE ROLL 750GM,SANOFI PASTEUR,N/A,Specific,GAUZE ROLL,Other(Specify),,,1,NJIMIA PHARMACEUTICALS,Surgical,0,0,0,0,Active,,
COV.5MG/5MG,Coveram 5mg/5mg,DRUGS,Tablets/capsules,0,Mg,Mg,Coveram 5mg/5mg,Coveram 5mg/5mg,SANOFI PASTEUR,Anti-Hypertensive,Antihypetensive Drugs,Coveram 5mg/5mg,Tablets,PO,,30,,Drugs,58.13,95,58.13,58.13,Active,,
COX B,COX B-200,DRUGS,Tablets/capsules,0,Mg,Mg,COX B-200,COX B-200,SANOFI PASTEUR,Analgesic,Analgesic,Celecoxib,Tablets,PO,,50,NJIMIA PHARMACEUTICALS,Drugs,21.4,50,21.4,21.4,Active,,
CRES,CRESTOR 10MG,DRUGS,Tablets/capsules,0,Mg,Mg,CRESTOR 10MG,CRESTOR 10MG,GLAXOSMITHKLINE,Oral Hypolipidemia,Antihyperlipidaemia,ROSUVASTATIN,Tablets,PO,,28,NJIMIA PHARMACEUTICALS,Drugs,53.29,85,53.29,53.29,Active,,
CRES 20,CRESTOR 20MG,DRUGS,Tablets/capsules,0,Mg,Mg,CRESTOR 20MG,CRESTOR 20MG,GLAXOSMITHKLINE,Oral Hypolipidemia,Antihyperlipidaemia,ROSUVASTATIN,Tablets,PO,,28,NJIMIA PHARMACEUTICALS,Drugs,45.71,70,45.71,45.71,Active,,
CYC SYR,Cyclopam Syrup,DRUGS,Suspension,100,N/a,N/a,Cyclopam Syrup,Cyclopam Syrup,GLAXOSMITHKLINE,Antispasmodic,Accesories,Simethicone Potassium 40Mg+Dicyclomine Hydrochloride 10Mg,Syrup,PO,,1,KAM PHARMACY,Drugs,132,300,132,132,Active,,
CYCLOPAM,CYCLOPAM-P,DRUGS,Tablets/capsules,0,Mg,Mg,CYCLOPAM-P,CYCLOPAM-P,NJIMIA PHARMACEUTICALS,Antispasmodic,Anti-spasmodic,DICYCLOVERINE HYDROCHLORIDE &PARACETAMOL,Tablets,PO,,100,NJIMIA PHARMACEUTICALS,Drugs,8.95,15,8.95,8.95,Active,,
DAF. TABS,Daflon 500mgs tabs,DRUGS,Tablets/capsules,0,Mg,Mg,Daflon 500mgs tabs,Daflon 500mgs tabs,NJIMIA PHARMACEUTICALS,Analgesic,Analgesic,Diosmin/Hesperidin,Tablets,PO,,1,GLAXOSMITHKLINE,Drugs,23.6,40,23.6,23.6,Active,,
DAFRA SYR,Dafraclav Syrup 457Mg,DRUGS,Suspension,0,N/a,N/a,Dafraclav Syrup 457Mg,Dafraclav Syrup 457Mg,NJIMIA PHARMACEUTICALS,Antibiotic,Accesories,Amoxicillin 400Mg+Clavulanic Acid 57Mg,Syrup,PO,,1,,Drugs,498,760,498,498,Active,,
DAFRA. SYR,Dafraclav Syrup 228Mg,DRUGS,Suspension,0,N/a,N/a,Dafraclav Syrup 228Mg,Dafraclav Syrup 228Mg,GLAXOSMITHKLINE,Antibiotic,Accesories,Amoxicillin 200Mg+Clavulanic Acid 28Mg,Syrup,PO,,1,,Drugs,322,530,322,322,Active,,
DAFRACLAV 625MG,Dafraclav 625mg,DRUGS,Tablets/capsules,0,Mg,Mg,Dafraclav 625mg,Dafraclav 625mg,SANOFI PASTEUR,Antibiotic,Antibacterial,,,,,15,,Drugs,38.4,70,38.4,38.4,Inactive,,
DAKTARIN,DAKTARIN ORAL GEL,DRUGS,Gel,0,G,G,DAKTARIN ORAL GEL,DAKTARIN ORAL GEL,SANOFI PASTEUR,Anti-Fungal Cream,Antibacterial,MICONAZOLE,Gel,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,798,1320,798,798,Active,,
DALAC,DALACIN C 300MG CAPS,DRUGS,Tablets/capsules,0,Mg,Mg,DALACIN C 300MG CAPS,DALACIN C 300MG CAPS,SANOFI PASTEUR,Antibiotic,Antibacterial,CLINDAMYCIN 300MG,CAPSULES,PO,,16,NJIMIA PHARMACEUTICALS,Drugs,102.69,162,102.69,102.69,Active,,
DAO 5MG,daonil 5mg tablet,DRUGS,Tablets/capsules,0,Mg,Mg,daonil 5mg tablet,daonil 5mg tablet,GLAXOSMITHKLINE,Oral Hypoglycaemics,Oral Anti-diabetic Agent,glibenclamide 5mg,Tablets,PO,,100,,Drugs,11.19,25,11.19,11.19,Active,,
DEE SUR,Deep Freeze,DRUGS,Surgical,0,N/a,N/a,Deep Freeze,Deep Freeze,GLAXOSMITHKLINE,Anti-Skeletal Muscle Pain,Accesories,,,,,1,,Drugs,630,960,630,630,Active,,
DEE. SUR,Deep Heat Spray,DRUGS,Surgical,0,Ml,Ml,Deep Heat Spray,Deep Heat Spray,GLAXOSMITHKLINE,Anti-Skeletal Muscle Pain,Accesories,Deep Heat Spray,,,,150,,Drugs,432,730,432,432,Active,,
DEEP,DEEP HEAT RUB GEL,DRUGS,Gel,0,G,G,DEEP HEAT RUB GEL,DEEP HEAT RUB GEL,NJIMIA PHARMACEUTICALS,Analgesic,Analgesic,DEEP HEAT GEL,Gel,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,234,500,234,234,Active,,
DELASED 100ML,DELASED PAEDIATRIC 100ML,DRUGS,syrup,0,Ml,Ml,DELASED PAEDIATRIC 100ML,DELASED PAEDIATRIC 100ML,NJIMIA PHARMACEUTICALS,Cough Syrup,Expectorant,DIPHENHYDRAMINE/SODIUM CITRATE/MENTHOL,Syrup,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,72,180,72,72,Active,,
DENT,DENTOGEL 10GM,DRUGS,Paste,0,Mg,Mg,DENTOGEL 10GM,DENTOGEL 10GM,GLAXOSMITHKLINE,Anti-Inflamatory Gel,Anti-viral,CHOLINESALICY/CETALKON GEL,Gel,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,153,355,153,153,Active,,
DEX 50,Dextrose 50% solution,DRUGS,Surgical,0,Ml,Ml,Dextrose 50% solution,Dextrose 50% solution,SANOFI PASTEUR,Surgical,Glucose Supplement,Dextrose 50% solution,SOLUTION,PO,,1,GLAXOSMITHKLINE,Surgical,50,100,50,50,Active,,
DEXT,50% DEXTROSE,DRUGS,Emergency,0,Ml,Ml,50% DEXTROSE,50% DEXTROSE,SANOFI PASTEUR,N/A,Specific,ANHYDROUS DEXTROSE,SOLUTION,IV,,1,NJIMIA PHARMACEUTICALS,Drugs,66,200,66,66,Active,,
DIAM 60,Diamicron MR 60mg,DRUGS,Tablets/capsules,0,Mg,Mg,Diamicron MR 60mg,Diamicron MR 60mg,SANOFI PASTEUR,Oral Hypoglycaemics,Insulins & Antidiabetic Agents,Gliclazide,Tablets,PO,,30,,Drugs,39.67,70,39.67,39.67,Active,,
DIC GEL,Diclofenac Gel,DRUGS,Gel,0,N/a,N/a,Diclofenac Gel,Diclofenac Gel,GLAXOSMITHKLINE,Anti-Inflamatory Gel,Analgesic,Diclofenac Sodium 1%,Gel,Topical,,1,GLAXOSMITHKLINE,Drugs,23,160,23,23,Active,,
DIC INJ,DICLOFENAC 75MG/3ML INJECTION,DRUGS,Injection,0,Ml,Ml,DICLOFENAC 75MG/3ML INJECTION,DICLOFENAC 75MG/3ML INJECTION,GLAXOSMITHKLINE,Analgesic,Analgesic,Diclofenac Sodium,Injection,IM,,1,NJIMIA PHARMACEUTICALS,Drugs,73.5,220,73.5,73.5,Active,,
DIC. DENK . SUPP,DICLO-DENK 100MG SUPPOSITORY,DRUGS,Suppositories,0,Mg,Mg,DICLO-DENK 100MG SUPPOSITORY,DICLO-DENK 100MG SUPPOSITORY,GLAXOSMITHKLINE,Analgesic,Analgesic,Diclofenac Sodium,Tablets,PR,,10,NJIMIA PHARMACEUTICALS,Drugs,24,95,24,24,Active,,
DICLO-CR,DICLOFENAC-CR,DRUGS,Tablets/capsules,0,Mg,Mg,DICLOFENAC-CR,DICLOFENAC-CR,NJIMIA PHARMACEUTICALS,Analgesic,Analgesic,Diclofenac Sodium,Tablets,PO,,10,NJIMIA PHARMACEUTICALS,Drugs,24.67,37,24.67,24.67,Active,,
DIFULCAN,DIFULCAN 200MG,DRUGS,Tablets/capsules,0,Mg,Mg,DIFULCAN 200MG,DIFULCAN 200MG,NJIMIA PHARMACEUTICALS,Antifungal,Anti Fungals,Fluconazole,CAPSULES,PO,,7,NJIMIA PHARMACEUTICALS,Drugs,672.71,1025,672.71,672.71,Active,,
DIG001,DIGOXIN INJ,DRUGS,Injection,0,Ml,Ml,DIGOXIN INJ,DIGOXIN INJ,GLAXOSMITHKLINE,Anti-Coagulant,Antiarrihythmic Drugs,DIGOXIN,Injection,IV,,1,NJIMIA PHARMACEUTICALS,Drugs,80,150,80,80,Active,,
DNS SUR 1 LITRE,Dns 1Ltr 1 Litre,SURGICALS,Surgical,0,N/a,N/a,Dns 1Ltr 1 Litre,Dns 1Ltr 1 Litre,SANOFI PASTEUR,Surgical,Accesories,sodium chloride and glucose,SOLUTION,IV,,1,,Drugs,84,130,84,84,Active,,
DNS SUR 500MLS,Dns 500Mls 500Mls,DRUGS,Surgical,0,N/a,N/a,Dns 500Mls 500Mls,Dns 500Mls 500Mls,SANOFI PASTEUR,Surgical,Accesories,sodium chloride and glucose,SOLUTION,IV,,1,,Drugs,43,75,43,43,Active,,
DOC.B,DOCBACTAM 1.5g,DRUGS,Injection,0,G,G,DOCBACTAM 1.5g,DOCBACTAM 1.5g,SANOFI PASTEUR,Antibiotic,Antibacterial,Cefriaxone,Injection,IV,,1,SANOFI PASTEUR,Drugs,600,1020,600,600,Active,,
DORM. TABS,DORMICUM TABLETS,DRUGS,Tablets/capsules,0,G,G,DORMICUM TABLETS,DORMICUM TABLETS,GLAXOSMITHKLINE,Anti-Anxiety,Anti-depressants,midazolam,Tablets,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,54,90,54,54,Active,,
DOXY,DAWADOXYN 100 MGS TABS,DRUGS,Tablets/capsules,0,Mg,Mg,DAWADOXYN 100 MGS TABS,DAWADOXYN 100 MGS TABS,GLAXOSMITHKLINE,Antibiotic,Antibacterial,DOXYCYCLINE 100MGS TABS,Tablets,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,1.73,5,1.73,1.73,Active,,
DRG,DERMAZINE CREAM,DRUGS,Ointment/cream,0,Mg,Mg,DERMAZINE CREAM,DERMAZINE CREAM,GLAXOSMITHKLINE,Burn Cream,Analgesic,,Cream,Topical,,1,GLAXOSMITHKLINE,Drugs,360,500,360,360,Active,,
DRG 066,ZYRTAL MR TABLETS,DRUGS,Tablets/capsules,0,Mg,Mg,ZYRTAL MR TABLETS,ZYRTAL MR TABLETS,NJIMIA PHARMACEUTICALS,Muscle Relaxant,Muscle Relaxant,ACECLOFENAC/PARACETAMOL/CHLORZOXAZONE,Tablets,PO,,20,GLAXOSMITHKLINE,Drugs,21.85,40,21.85,21.85,Active,,
DRG 067,DACOF DRY COUGH SYR,DRUGS,syrup,0,Ml,Ml,DACOF DRY COUGH SYR,DACOF DRY COUGH SYR,NJIMIA PHARMACEUTICALS,Cough Syrup,Cough Suppresant,DIPHENHYDRAMINE/DEXTROMETHORPHAN,Syrup,PO,,1,GLAXOSMITHKLINE,Drugs,42,250,42,42,Active,,
DRG CLARIT,CLARITEK 500MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,CLARITEK 500MG TABS,CLARITEK 500MG TABS,GLAXOSMITHKLINE,Antibiotic,Antibacterial,CLARITHROMYC 500MG TABS,Tablets,PO,,10,GLAXOSMITHKLINE,Drugs,120.7,185,120.7,120.7,Active,,
DRG0009,LEFLOX 500MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,LEFLOX 500MG TABS,LEFLOX 500MG TABS,SANOFI PASTEUR,Antibiotic,Antibacterial,LEVOBACT-500MG,CAPSULES,PO,,10,GLAXOSMITHKLINE,Drugs,88.5,135,88.5,88.5,Active,,
DRG001,Aceclofenac 100 tablet,DRUGS,Tablets/capsules,0,Mg,Mg,Aceclofenac 100 tablet,Aceclofenac 100 tablet,SANOFI PASTEUR,Analgesic,Analgesic,Aceclofenac 100,Tablets,PO,,10,NJIMIA PHARMACEUTICALS,Drugs,0,20,0,0,Inactive,,
DRG002,Doxicycline 100mg tabbs,DRUGS,OTHERS,0,Mg,Mg,Doxicycline 100mg tabbs,Doxicycline 100mg tabbs,SANOFI PASTEUR,Antibiotic,Antibacterial,DOXYCYCLINE 100MGS TABS,CAPSULES,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,1.5,10,1.5,1.5,Active,,
DRG003,Ventolin Inhaler 100 Micrograms,DRUGS,Inhaler,0,N/a,N/a,Ventolin Inhaler 100 Micrograms,Ventolin Inhaler 100 Micrograms,GLAXOSMITHKLINE,Broncho-Dilator Inhaler,Accesories,Salbutamol Sulphate,,,,1,GLAXOSMITHKLINE,Drugs,245,370,245,245,Active,,
DRG004,Atm 3''''''''''''''''S 500Mg,DRUGS,Tablets/capsules,0,N/a,N/a,Atm 3''''''''''''''''S 500Mg,Atm 3''''''''''''''''S 500Mg,GLAXOSMITHKLINE,Antibiotic,Accesories,Azithromycin,,,,1,,Drugs,67,130,67,67,Active,,
DRG005,Ventolin Tabs 4Mg 4Mg,DRUGS,Tablets/capsules,0,N/a,N/a,Ventolin Tabs 4Mg 4Mg,Ventolin Tabs 4Mg 4Mg,GLAXOSMITHKLINE,Broncho-Dilator,Accesories,Salbutamol,,,,1,,Drugs,0,10,0,0,Active,,
DRG006,Septrin 960Mg Tabs,DRUGS,Tablets/capsules,0,N/a,N/a,Septrin 960Mg Tabs,Septrin 960Mg Tabs,NJIMIA PHARMACEUTICALS,Antibiotic,Accesories,,Tablets,PO,,1,,Drugs,8,25,8,8,Active,,
DRG007,Netazox 500Mg TABS,DRUGS,Tablets/capsules,0,N/a,N/a,Netazox 500Mg TABS,Netazox 500Mg TABS,NJIMIA PHARMACEUTICALS,Anti-Amoebic,Accesories,Netazoxanide,,,,1,,Drugs,48.33,92,48.33,48.33,Active,,
